SEASON YEAR,BLOCK,WEEK,Number of Negative Pools,Number of Positive Pools
2019,22XX N CANNON DR,28,4,0
2019,22XX N CANNON DR,29,4,0
2019,22XX N CANNON DR,30,5,0
2019,22XX N CANNON DR,31,3,0
2019,22XX N CANNON DR,32,3,0
2019,22XX N CANNON DR,33,4,0
2019,22XX N CANNON DR,34,4,0
2019,22XX N CANNON DR,35,3,0
2019,22XX N CANNON DR,37,3,0
2019,22XX N CANNON DR,38,4,0
2019,22XX N CANNON DR,39,3,0
2019,22XX W 51ST ST,23,2,0
2019,22XX W 51ST ST,24,2,0
2019,22XX W 51ST ST,25,2,0
2019,22XX W 51ST ST,26,2,0
2019,22XX W 51ST ST,28,2,0
2019,22XX W 51ST ST,29,1,0
2019,22XX W 51ST ST,30,2,0
2019,22XX W 51ST ST,31,1,0
2019,22XX W 51ST ST,32,1,0
2019,22XX W 51ST ST,33,1,0
2019,22XX W 51ST ST,34,1,0
2019,22XX W 51ST ST,35,1,0
2019,22XX W 51ST ST,36,1,0
2019,22XX W 51ST ST,37,0,1
2019,22XX W 51ST ST,38,1,0
2019,22XX W 51ST ST,39,2,0
2019,22XX W 69TH ST,24,2,0
2019,22XX W 69TH ST,25,1,0
2019,22XX W 69TH ST,28,2,0
2019,22XX W 69TH ST,29,1,0
2019,22XX W 69TH ST,30,1,0
2019,22XX W 69TH ST,31,1,0
2019,22XX W 69TH ST,32,1,0
2019,22XX W 69TH ST,33,1,0
2019,22XX W 69TH ST,34,1,0
2019,22XX W 69TH ST,36,2,0
2019,22XX W 69TH ST,37,1,0
2019,22XX W 69TH ST,38,1,0
2019,22XX W 69TH ST,39,1,0
2019,24XX E 105TH ST,23,2,0
2019,24XX E 105TH ST,24,2,0
2019,24XX E 105TH ST,25,1,0
2019,24XX E 105TH ST,26,1,0
2019,24XX E 105TH ST,28,2,0
2019,24XX E 105TH ST,29,1,0
2019,24XX E 105TH ST,30,1,0
2019,24XX E 105TH ST,31,3,0
2019,24XX E 105TH ST,32,3,0
2019,24XX E 105TH ST,33,2,0
2019,24XX E 105TH ST,34,2,0
2019,24XX E 105TH ST,35,1,0
2019,24XX E 105TH ST,36,2,0
2019,24XX E 105TH ST,37,2,0
2019,24XX E 105TH ST,38,1,0
2019,24XX E 105TH ST,39,1,0
2019,25XX S MILLARD AVE,23,1,0
2019,25XX S MILLARD AVE,24,3,0
2019,25XX S MILLARD AVE,25,1,0
2019,25XX S MILLARD AVE,26,1,0
2019,25XX S MILLARD AVE,27,1,0
2019,25XX S MILLARD AVE,28,1,0
2019,25XX S MILLARD AVE,29,1,0
2019,25XX S MILLARD AVE,30,1,0
2019,25XX S MILLARD AVE,31,1,0
2019,25XX S MILLARD AVE,32,2,0
2019,25XX S MILLARD AVE,33,2,0
2019,25XX S MILLARD AVE,34,2,0
2019,25XX S MILLARD AVE,35,3,0
2019,25XX S MILLARD AVE,36,2,0
2019,25XX S MILLARD AVE,37,2,0
2019,25XX S MILLARD AVE,38,2,0
2019,25XX S MILLARD AVE,39,3,0
2019,25XX W GRAND AVE,23,1,0
2019,25XX W GRAND AVE,24,2,0
2019,25XX W GRAND AVE,25,3,0
2019,25XX W GRAND AVE,26,5,0
2019,25XX W GRAND AVE,27,4,0
2019,25XX W GRAND AVE,28,3,0
2019,25XX W GRAND AVE,29,2,0
2019,25XX W GRAND AVE,30,4,0
2019,25XX W GRAND AVE,31,3,0
2019,25XX W GRAND AVE,32,3,0
2019,25XX W GRAND AVE,33,4,0
2019,25XX W GRAND AVE,34,3,1
2019,25XX W GRAND AVE,35,3,0
2019,25XX W GRAND AVE,36,3,1
2019,25XX W GRAND AVE,37,3,0
2019,25XX W GRAND AVE,38,3,0
2019,25XX W GRAND AVE,39,3,0
2019,28XX N FRANCISCO AVE,23,2,0
2019,28XX N FRANCISCO AVE,24,3,0
2019,28XX N FRANCISCO AVE,25,2,0
2019,28XX N FRANCISCO AVE,26,2,0
2019,28XX N FRANCISCO AVE,27,1,0
2019,28XX N FRANCISCO AVE,28,2,0
2019,28XX N FRANCISCO AVE,29,2,0
2019,28XX N FRANCISCO AVE,32,2,0
2019,28XX N FRANCISCO AVE,33,1,1
2019,28XX N FRANCISCO AVE,34,1,1
2019,28XX N FRANCISCO AVE,35,0,1
2019,28XX N FRANCISCO AVE,37,2,0
2019,28XX N FRANCISCO AVE,39,1,0
2019,35XX W 51ST ST,23,1,0
2019,35XX W 51ST ST,24,3,0
2019,35XX W 51ST ST,25,3,0
2019,35XX W 51ST ST,26,2,0
2019,35XX W 51ST ST,27,2,0
2019,35XX W 51ST ST,28,1,0
2019,35XX W 51ST ST,29,2,0
2019,35XX W 51ST ST,30,3,0
2019,35XX W 51ST ST,31,2,0
2019,35XX W 51ST ST,32,2,0
2019,35XX W 51ST ST,33,2,0
2019,35XX W 51ST ST,34,3,0
2019,35XX W 51ST ST,35,2,0
2019,35XX W 51ST ST,36,2,0
2019,35XX W 51ST ST,37,1,1
2019,35XX W 51ST ST,38,3,1
2019,35XX W 51ST ST,39,1,0
2019,36XX N PITTSBURGH AVE,23,2,0
2019,36XX N PITTSBURGH AVE,24,5,0
2019,36XX N PITTSBURGH AVE,25,2,0
2019,36XX N PITTSBURGH AVE,26,2,0
2019,36XX N PITTSBURGH AVE,27,2,0
2019,36XX N PITTSBURGH AVE,28,2,0
2019,36XX N PITTSBURGH AVE,29,1,0
2019,36XX N PITTSBURGH AVE,30,1,0
2019,36XX N PITTSBURGH AVE,31,1,1
2019,36XX N PITTSBURGH AVE,32,2,0
2019,36XX N PITTSBURGH AVE,33,2,0
2019,36XX N PITTSBURGH AVE,34,2,1
2019,36XX N PITTSBURGH AVE,35,0,3
2019,36XX N PITTSBURGH AVE,36,0,1
2019,36XX N PITTSBURGH AVE,37,1,1
2019,36XX N PITTSBURGH AVE,38,2,0
2019,36XX N PITTSBURGH AVE,39,1,1
2019,37XX E 118TH ST,23,2,0
2019,37XX E 118TH ST,25,1,0
2019,37XX E 118TH ST,26,2,0
2019,37XX E 118TH ST,27,2,0
2019,37XX E 118TH ST,28,3,0
2019,37XX E 118TH ST,29,1,0
2019,37XX E 118TH ST,30,2,0
2019,37XX E 118TH ST,31,1,0
2019,37XX E 118TH ST,32,1,0
2019,37XX E 118TH ST,33,2,0
2019,37XX E 118TH ST,34,2,0
2019,37XX E 118TH ST,36,2,0
2019,37XX E 118TH ST,37,1,0
2019,37XX E 118TH ST,38,1,0
2019,37XX E 118TH ST,39,1,0
2019,37XX S PULASKI RD,23,2,0
2019,37XX S PULASKI RD,24,2,0
2019,37XX S PULASKI RD,25,2,0
2019,37XX S PULASKI RD,27,2,0
2019,37XX S PULASKI RD,28,2,0
2019,37XX S PULASKI RD,29,2,0
2019,37XX S PULASKI RD,30,2,0
2019,37XX S PULASKI RD,31,2,0
2019,37XX S PULASKI RD,32,2,0
2019,37XX S PULASKI RD,33,0,1
2019,37XX S PULASKI RD,34,1,0
2019,37XX S PULASKI RD,35,2,0
2019,37XX S PULASKI RD,36,2,0
2019,37XX S PULASKI RD,37,1,0
2019,37XX S PULASKI RD,38,1,0
2019,37XX S PULASKI RD,39,1,0
2019,39XX N SPRINGFIELD AVE,23,2,0
2019,39XX N SPRINGFIELD AVE,24,4,0
2019,39XX N SPRINGFIELD AVE,25,1,0
2019,39XX N SPRINGFIELD AVE,26,2,0
2019,39XX N SPRINGFIELD AVE,27,2,0
2019,39XX N SPRINGFIELD AVE,28,1,0
2019,39XX N SPRINGFIELD AVE,30,2,0
2019,39XX N SPRINGFIELD AVE,33,1,0
2019,39XX N SPRINGFIELD AVE,34,1,0
2019,39XX N SPRINGFIELD AVE,35,1,0
2019,39XX N SPRINGFIELD AVE,36,1,0
2019,39XX N SPRINGFIELD AVE,37,2,0
2019,39XX N SPRINGFIELD AVE,38,1,0
2019,39XX N SPRINGFIELD AVE,39,2,0
2019,39XX S ASHLAND AVE,23,2,0
2019,39XX S ASHLAND AVE,24,2,0
2019,39XX S ASHLAND AVE,25,2,0
2019,39XX S ASHLAND AVE,26,2,0
2019,39XX S ASHLAND AVE,27,2,0
2019,39XX S ASHLAND AVE,28,2,0
2019,39XX S ASHLAND AVE,29,2,0
2019,39XX S ASHLAND AVE,30,2,0
2019,39XX S ASHLAND AVE,31,2,0
2019,39XX S ASHLAND AVE,32,3,0
2019,39XX S ASHLAND AVE,33,2,0
2019,39XX S ASHLAND AVE,34,3,0
2019,39XX S ASHLAND AVE,35,4,0
2019,39XX S ASHLAND AVE,36,2,0
2019,39XX S ASHLAND AVE,37,1,0
2019,39XX S ASHLAND AVE,38,3,0
2019,39XX S ASHLAND AVE,39,4,0
2019,3XX W 104TH ST,23,2,0
2019,3XX W 104TH ST,24,2,0
2019,3XX W 104TH ST,25,2,0
2019,3XX W 104TH ST,26,2,0
2019,3XX W 104TH ST,27,2,0
2019,3XX W 104TH ST,28,2,0
2019,3XX W 104TH ST,29,2,0
2019,3XX W 104TH ST,30,1,0
2019,3XX W 104TH ST,31,3,0
2019,3XX W 104TH ST,33,1,0
2019,3XX W 104TH ST,34,0,1
2019,3XX W 104TH ST,35,1,2
2019,3XX W 104TH ST,36,0,1
2019,3XX W 104TH ST,37,1,0
2019,3XX W 104TH ST,38,2,0
2019,3XX W 104TH ST,39,4,0
2019,41XX N OAK PARK AVE,23,2,0
2019,41XX N OAK PARK AVE,24,3,0
2019,41XX N OAK PARK AVE,25,4,0
2019,41XX N OAK PARK AVE,26,2,0
2019,41XX N OAK PARK AVE,28,2,0
2019,41XX N OAK PARK AVE,29,2,0
2019,41XX N OAK PARK AVE,30,2,0
2019,41XX N OAK PARK AVE,31,1,0
2019,41XX N OAK PARK AVE,32,2,0
2019,41XX N OAK PARK AVE,33,2,0
2019,41XX N OAK PARK AVE,34,1,2
2019,41XX N OAK PARK AVE,35,1,1
2019,41XX N OAK PARK AVE,37,1,1
2019,41XX N OAK PARK AVE,38,1,1
2019,41XX N OAK PARK AVE,39,2,0
2019,42XX W 65TH ST,23,2,0
2019,42XX W 65TH ST,24,3,0
2019,42XX W 65TH ST,25,2,0
2019,42XX W 65TH ST,26,2,0
2019,42XX W 65TH ST,27,3,0
2019,42XX W 65TH ST,28,2,0
2019,42XX W 65TH ST,29,2,0
2019,42XX W 65TH ST,30,2,0
2019,42XX W 65TH ST,31,2,0
2019,42XX W 65TH ST,32,3,0
2019,42XX W 65TH ST,33,3,0
2019,42XX W 65TH ST,34,1,0
2019,42XX W 65TH ST,35,1,1
2019,42XX W 65TH ST,36,1,0
2019,42XX W 65TH ST,37,1,2
2019,42XX W 65TH ST,38,2,0
2019,42XX W 65TH ST,39,1,0
2019,45XX N CAMPBELL AVE,23,2,0
2019,45XX N CAMPBELL AVE,24,2,0
2019,45XX N CAMPBELL AVE,25,2,0
2019,45XX N CAMPBELL AVE,26,2,0
2019,45XX N CAMPBELL AVE,27,2,0
2019,45XX N CAMPBELL AVE,28,2,0
2019,45XX N CAMPBELL AVE,29,3,0
2019,45XX N CAMPBELL AVE,31,1,0
2019,45XX N CAMPBELL AVE,32,2,0
2019,45XX N CAMPBELL AVE,33,2,1
2019,45XX N CAMPBELL AVE,34,0,2
2019,45XX N CAMPBELL AVE,35,2,0
2019,45XX N CAMPBELL AVE,36,1,0
2019,45XX N CAMPBELL AVE,37,0,2
2019,45XX N CAMPBELL AVE,38,2,0
2019,45XX N CAMPBELL AVE,39,1,0
2019,46XX N MILWAUKEE AVE,23,2,0
2019,46XX N MILWAUKEE AVE,24,1,0
2019,46XX N MILWAUKEE AVE,25,2,0
2019,46XX N MILWAUKEE AVE,26,1,0
2019,46XX N MILWAUKEE AVE,27,1,0
2019,46XX N MILWAUKEE AVE,28,2,0
2019,46XX N MILWAUKEE AVE,29,1,0
2019,46XX N MILWAUKEE AVE,30,1,0
2019,46XX N MILWAUKEE AVE,31,2,0
2019,46XX N MILWAUKEE AVE,32,1,0
2019,46XX N MILWAUKEE AVE,33,2,0
2019,46XX N MILWAUKEE AVE,34,1,2
2019,46XX N MILWAUKEE AVE,35,0,2
2019,46XX N MILWAUKEE AVE,36,1,0
2019,46XX N MILWAUKEE AVE,37,1,0
2019,46XX N MILWAUKEE AVE,38,0,1
2019,46XX N MILWAUKEE AVE,39,1,0
2019,48XX W MONTANA ST,23,2,0
2019,48XX W MONTANA ST,24,1,0
2019,48XX W MONTANA ST,25,2,0
2019,48XX W MONTANA ST,26,2,0
2019,48XX W MONTANA ST,27,1,0
2019,48XX W MONTANA ST,28,1,0
2019,48XX W MONTANA ST,33,1,0
2019,48XX W MONTANA ST,34,1,0
2019,48XX W MONTANA ST,35,0,1
2019,48XX W MONTANA ST,36,1,0
2019,48XX W MONTANA ST,37,1,0
2019,48XX W MONTANA ST,38,1,0
2019,4XX E 130TH ST,23,1,0
2019,4XX E 130TH ST,24,2,0
2019,4XX E 130TH ST,25,1,0
2019,4XX E 130TH ST,26,1,0
2019,4XX E 130TH ST,27,1,0
2019,4XX E 130TH ST,28,2,0
2019,4XX E 130TH ST,29,3,0
2019,4XX E 130TH ST,30,3,0
2019,4XX E 130TH ST,31,2,0
2019,4XX E 130TH ST,32,3,0
2019,4XX E 130TH ST,33,2,0
2019,4XX E 130TH ST,34,1,0
2019,4XX E 130TH ST,35,1,0
2019,4XX E 130TH ST,36,2,0
2019,4XX E 130TH ST,37,5,0
2019,4XX E 130TH ST,38,2,0
2019,4XX E 130TH ST,39,2,0
2019,4XX W 127TH,23,3,0
2019,4XX W 127TH,24,2,0
2019,4XX W 127TH,25,2,0
2019,4XX W 127TH,26,2,0
2019,4XX W 127TH,27,2,0
2019,4XX W 127TH,28,2,0
2019,4XX W 127TH,30,3,0
2019,4XX W 127TH,31,1,0
2019,4XX W 127TH,32,3,0
2019,4XX W 127TH,33,1,0
2019,4XX W 127TH,34,3,0
2019,4XX W 127TH,35,2,0
2019,4XX W 127TH,36,2,0
2019,4XX W 127TH,37,8,0
2019,4XX W 127TH,38,0,1
2019,4XX W 127TH,39,1,0
2019,50XX S UNION AVE,23,1,0
2019,50XX S UNION AVE,24,1,0
2019,50XX S UNION AVE,25,2,0
2019,50XX S UNION AVE,26,1,0
2019,50XX S UNION AVE,27,1,0
2019,50XX S UNION AVE,28,2,0
2019,50XX S UNION AVE,29,2,0
2019,50XX S UNION AVE,30,2,0
2019,50XX S UNION AVE,31,0,1
2019,50XX S UNION AVE,32,2,0
2019,50XX S UNION AVE,33,2,0
2019,50XX S UNION AVE,34,1,0
2019,50XX S UNION AVE,35,2,0
2019,50XX S UNION AVE,36,1,0
2019,50XX S UNION AVE,37,2,0
2019,50XX S UNION AVE,38,2,0
2019,50XX S UNION AVE,39,1,0
2019,51XX N MONT CLARE AVE,23,1,0
2019,51XX N MONT CLARE AVE,24,2,0
2019,51XX N MONT CLARE AVE,25,2,0
2019,51XX N MONT CLARE AVE,26,2,0
2019,51XX N MONT CLARE AVE,27,1,0
2019,51XX N MONT CLARE AVE,28,2,0
2019,51XX N MONT CLARE AVE,29,1,0
2019,51XX N MONT CLARE AVE,31,1,0
2019,51XX N MONT CLARE AVE,32,2,0
2019,51XX N MONT CLARE AVE,33,0,1
2019,51XX N MONT CLARE AVE,34,2,0
2019,51XX N MONT CLARE AVE,35,1,0
2019,51XX N MONT CLARE AVE,36,0,1
2019,51XX N MONT CLARE AVE,37,0,1
2019,51XX N MONT CLARE AVE,38,1,0
2019,52XX S KOLMAR AVE,23,2,0
2019,52XX S KOLMAR AVE,24,3,0
2019,52XX S KOLMAR AVE,25,3,0
2019,52XX S KOLMAR AVE,26,6,0
2019,52XX S KOLMAR AVE,27,2,0
2019,52XX S KOLMAR AVE,28,4,0
2019,52XX S KOLMAR AVE,29,3,0
2019,52XX S KOLMAR AVE,30,2,0
2019,52XX S KOLMAR AVE,31,2,0
2019,52XX S KOLMAR AVE,32,2,0
2019,52XX S KOLMAR AVE,33,1,3
2019,52XX S KOLMAR AVE,34,4,5
2019,52XX S KOLMAR AVE,35,1,3
2019,52XX S KOLMAR AVE,36,0,1
2019,52XX S KOLMAR AVE,37,1,2
2019,52XX S KOLMAR AVE,38,2,0
2019,52XX S KOLMAR AVE,39,1,1
2019,52XX W 63RD ST,23,1,0
2019,52XX W 63RD ST,24,1,0
2019,52XX W 63RD ST,25,1,0
2019,52XX W 63RD ST,26,2,0
2019,52XX W 63RD ST,27,2,0
2019,52XX W 63RD ST,28,2,0
2019,52XX W 63RD ST,29,2,0
2019,52XX W 63RD ST,30,2,0
2019,52XX W 63RD ST,31,1,0
2019,52XX W 63RD ST,32,0,1
2019,52XX W 63RD ST,33,2,0
2019,52XX W 63RD ST,34,2,0
2019,52XX W 63RD ST,35,2,0
2019,52XX W 63RD ST,36,1,0
2019,52XX W 63RD ST,37,1,1
2019,52XX W 63RD ST,38,2,0
2019,52XX W 63RD ST,39,1,0
2019,55XX S NARRAGANSETT AVE,23,2,0
2019,55XX S NARRAGANSETT AVE,24,2,0
2019,55XX S NARRAGANSETT AVE,25,1,0
2019,55XX S NARRAGANSETT AVE,26,2,0
2019,55XX S NARRAGANSETT AVE,27,1,0
2019,55XX S NARRAGANSETT AVE,28,2,0
2019,55XX S NARRAGANSETT AVE,29,1,0
2019,55XX S NARRAGANSETT AVE,30,1,0
2019,55XX S NARRAGANSETT AVE,31,1,0
2019,55XX S NARRAGANSETT AVE,32,1,0
2019,55XX S NARRAGANSETT AVE,33,2,0
2019,55XX S NARRAGANSETT AVE,34,1,1
2019,55XX S NARRAGANSETT AVE,35,1,0
2019,55XX S NARRAGANSETT AVE,36,0,1
2019,55XX S NARRAGANSETT AVE,37,1,1
2019,55XX S NARRAGANSETT AVE,38,1,0
2019,55XX S NARRAGANSETT AVE,39,2,0
2019,58XX N PULASKI RD,23,2,0
2019,58XX N PULASKI RD,24,1,0
2019,58XX N PULASKI RD,25,1,0
2019,58XX N PULASKI RD,28,2,0
2019,58XX N PULASKI RD,29,2,0
2019,58XX N PULASKI RD,31,1,0
2019,58XX N PULASKI RD,32,1,0
2019,58XX N PULASKI RD,33,2,0
2019,58XX N PULASKI RD,34,2,0
2019,58XX N PULASKI RD,35,2,0
2019,58XX N PULASKI RD,36,0,1
2019,58XX N PULASKI RD,37,1,1
2019,58XX N PULASKI RD,38,1,0
2019,58XX N PULASKI RD,39,1,0
2019,58XX N RIDGE AVE,23,3,0
2019,58XX N RIDGE AVE,24,3,0
2019,58XX N RIDGE AVE,25,1,0
2019,58XX N RIDGE AVE,26,1,0
2019,58XX N RIDGE AVE,27,1,0
2019,58XX N RIDGE AVE,28,2,0
2019,58XX N RIDGE AVE,29,1,0
2019,58XX N RIDGE AVE,30,2,0
2019,58XX N RIDGE AVE,31,2,0
2019,58XX N RIDGE AVE,32,1,0
2019,58XX N RIDGE AVE,33,2,0
2019,58XX N RIDGE AVE,34,1,0
2019,58XX N RIDGE AVE,35,1,0
2019,58XX N RIDGE AVE,36,1,0
2019,58XX N RIDGE AVE,37,1,1
2019,58XX N RIDGE AVE,38,1,0
2019,58XX N RIDGE AVE,39,2,0
2019,58XX N WESTERN AVE,23,2,0
2019,58XX N WESTERN AVE,24,1,0
2019,58XX N WESTERN AVE,25,2,0
2019,58XX N WESTERN AVE,26,2,0
2019,58XX N WESTERN AVE,27,1,0
2019,58XX N WESTERN AVE,28,2,0
2019,58XX N WESTERN AVE,29,1,0
2019,58XX N WESTERN AVE,30,1,0
2019,58XX N WESTERN AVE,32,1,0
2019,58XX N WESTERN AVE,33,2,1
2019,58XX N WESTERN AVE,34,1,1
2019,58XX N WESTERN AVE,35,0,2
2019,58XX N WESTERN AVE,36,0,1
2019,58XX N WESTERN AVE,37,1,1
2019,58XX N WESTERN AVE,38,3,0
2019,58XX N WESTERN AVE,39,2,0
2019,5XX S CENTRAL AVE,23,2,0
2019,5XX S CENTRAL AVE,24,2,0
2019,5XX S CENTRAL AVE,25,3,0
2019,5XX S CENTRAL AVE,26,2,0
2019,5XX S CENTRAL AVE,27,2,0
2019,5XX S CENTRAL AVE,28,2,0
2019,5XX S CENTRAL AVE,29,3,0
2019,5XX S CENTRAL AVE,30,2,0
2019,5XX S CENTRAL AVE,31,1,1
2019,5XX S CENTRAL AVE,32,3,0
2019,5XX S CENTRAL AVE,33,2,0
2019,5XX S CENTRAL AVE,34,1,1
2019,5XX S CENTRAL AVE,35,1,0
2019,5XX S CENTRAL AVE,36,1,0
2019,5XX S CENTRAL AVE,37,3,1
2019,5XX S CENTRAL AVE,38,3,0
2019,5XX S CENTRAL AVE,39,2,0
2019,5XX W 72ND ST,23,2,0
2019,5XX W 72ND ST,24,2,0
2019,5XX W 72ND ST,25,2,0
2019,5XX W 72ND ST,26,2,0
2019,5XX W 72ND ST,28,2,0
2019,5XX W 72ND ST,29,2,0
2019,5XX W 72ND ST,30,2,0
2019,5XX W 72ND ST,31,1,1
2019,5XX W 72ND ST,32,1,1
2019,5XX W 72ND ST,33,1,1
2019,5XX W 72ND ST,34,1,0
2019,5XX W 72ND ST,35,1,0
2019,5XX W 72ND ST,36,1,0
2019,5XX W 72ND ST,37,2,0
2019,5XX W 72ND ST,38,1,0
2019,5XX W 72ND ST,39,1,0
2019,61XX N LEMONT AVE,23,2,0
2019,61XX N LEMONT AVE,24,3,0
2019,61XX N LEMONT AVE,25,2,0
2019,61XX N LEMONT AVE,26,2,0
2019,61XX N LEMONT AVE,27,2,0
2019,61XX N LEMONT AVE,28,2,0
2019,61XX N LEMONT AVE,30,2,0
2019,61XX N LEMONT AVE,31,2,0
2019,61XX N LEMONT AVE,32,2,0
2019,61XX N LEMONT AVE,34,1,0
2019,61XX N LEMONT AVE,35,0,1
2019,61XX N LEMONT AVE,36,1,0
2019,61XX N LEMONT AVE,37,1,0
2019,61XX N LEMONT AVE,38,1,0
2019,61XX N LEMONT AVE,39,1,0
2019,61XX W FULLERTON AVE,24,2,0
2019,61XX W FULLERTON AVE,25,2,0
2019,61XX W FULLERTON AVE,26,1,0
2019,61XX W FULLERTON AVE,27,1,0
2019,61XX W FULLERTON AVE,28,2,0
2019,61XX W FULLERTON AVE,29,1,0
2019,61XX W FULLERTON AVE,30,1,0
2019,61XX W FULLERTON AVE,31,2,0
2019,61XX W FULLERTON AVE,32,1,0
2019,61XX W FULLERTON AVE,33,2,0
2019,61XX W FULLERTON AVE,34,1,0
2019,61XX W FULLERTON AVE,35,2,1
2019,61XX W FULLERTON AVE,36,1,1
2019,61XX W FULLERTON AVE,37,2,0
2019,61XX W FULLERTON AVE,38,2,0
2019,61XX W FULLERTON AVE,39,3,0
2019,62XX N MCCLELLAN AVE,23,2,0
2019,62XX N MCCLELLAN AVE,24,4,0
2019,62XX N MCCLELLAN AVE,25,3,0
2019,62XX N MCCLELLAN AVE,26,2,0
2019,62XX N MCCLELLAN AVE,27,1,0
2019,62XX N MCCLELLAN AVE,28,2,0
2019,62XX N MCCLELLAN AVE,29,1,0
2019,62XX N MCCLELLAN AVE,30,1,0
2019,62XX N MCCLELLAN AVE,31,2,0
2019,62XX N MCCLELLAN AVE,32,2,0
2019,62XX N MCCLELLAN AVE,33,1,0
2019,62XX N MCCLELLAN AVE,34,1,0
2019,62XX N MCCLELLAN AVE,35,1,1
2019,62XX N MCCLELLAN AVE,36,1,0
2019,62XX N MCCLELLAN AVE,37,1,0
2019,62XX N MCCLELLAN AVE,38,1,0
2019,62XX N MCCLELLAN AVE,39,1,1
2019,63XX W 64TH ST,23,2,0
2019,63XX W 64TH ST,24,2,0
2019,63XX W 64TH ST,25,2,0
2019,63XX W 64TH ST,26,2,0
2019,63XX W 64TH ST,27,1,0
2019,63XX W 64TH ST,28,2,0
2019,63XX W 64TH ST,29,1,0
2019,63XX W 64TH ST,30,1,0
2019,63XX W 64TH ST,31,2,0
2019,63XX W 64TH ST,32,1,0
2019,63XX W 64TH ST,33,1,1
2019,63XX W 64TH ST,34,1,0
2019,63XX W 64TH ST,35,2,0
2019,63XX W 64TH ST,37,2,0
2019,63XX W 64TH ST,38,2,0
2019,63XX W 64TH ST,39,1,0
2019,64XX S STONY ISLAND AVE,24,1,0
2019,64XX S STONY ISLAND AVE,25,1,0
2019,64XX S STONY ISLAND AVE,26,2,0
2019,64XX S STONY ISLAND AVE,27,1,0
2019,64XX S STONY ISLAND AVE,29,2,0
2019,64XX S STONY ISLAND AVE,30,2,0
2019,64XX S STONY ISLAND AVE,31,1,0
2019,64XX S STONY ISLAND AVE,32,1,0
2019,64XX S STONY ISLAND AVE,34,0,1
2019,64XX S STONY ISLAND AVE,35,1,0
2019,64XX S STONY ISLAND AVE,36,1,1
2019,64XX S STONY ISLAND AVE,37,1,0
2019,64XX S STONY ISLAND AVE,38,1,0
2019,64XX S STONY ISLAND AVE,39,2,0
2019,67XX S KEDZIE AVE,23,1,0
2019,67XX S KEDZIE AVE,24,1,0
2019,67XX S KEDZIE AVE,25,2,0
2019,67XX S KEDZIE AVE,26,2,0
2019,67XX S KEDZIE AVE,28,1,0
2019,67XX S KEDZIE AVE,29,2,0
2019,67XX S KEDZIE AVE,30,2,0
2019,67XX S KEDZIE AVE,31,1,0
2019,67XX S KEDZIE AVE,33,1,0
2019,67XX S KEDZIE AVE,34,2,0
2019,67XX S KEDZIE AVE,35,2,0
2019,67XX S KEDZIE AVE,36,1,0
2019,67XX S KEDZIE AVE,37,1,0
2019,67XX S KEDZIE AVE,38,1,0
2019,67XX S KEDZIE AVE,39,0,1
2019,6XX E 91ST PL,23,2,0
2019,6XX E 91ST PL,24,2,0
2019,6XX E 91ST PL,25,2,0
2019,6XX E 91ST PL,26,1,0
2019,6XX E 91ST PL,27,2,0
2019,6XX E 91ST PL,28,2,0
2019,6XX E 91ST PL,29,2,0
2019,6XX E 91ST PL,30,2,0
2019,6XX E 91ST PL,31,2,0
2019,6XX E 91ST PL,32,2,0
2019,6XX E 91ST PL,33,2,0
2019,6XX E 91ST PL,34,2,0
2019,6XX E 91ST PL,35,1,0
2019,6XX E 91ST PL,36,1,0
2019,6XX E 91ST PL,37,1,0
2019,6XX E 91ST PL,38,1,0
2019,6XX W MONTROSE DR,23,2,0
2019,6XX W MONTROSE DR,24,1,0
2019,6XX W MONTROSE DR,25,2,0
2019,6XX W MONTROSE DR,26,2,0
2019,6XX W MONTROSE DR,27,1,0
2019,6XX W MONTROSE DR,28,1,0
2019,6XX W MONTROSE DR,29,2,0
2019,6XX W MONTROSE DR,30,1,0
2019,6XX W MONTROSE DR,31,1,0
2019,6XX W MONTROSE DR,32,2,0
2019,6XX W MONTROSE DR,33,2,0
2019,6XX W MONTROSE DR,34,1,0
2019,6XX W MONTROSE DR,36,1,0
2019,6XX W MONTROSE DR,37,1,0
2019,6XX W MONTROSE DR,38,1,0
2019,6XX W MONTROSE DR,39,1,0
2019,70XX N MOSELLE AVE,23,3,0
2019,70XX N MOSELLE AVE,24,3,0
2019,70XX N MOSELLE AVE,25,2,0
2019,70XX N MOSELLE AVE,26,2,0
2019,70XX N MOSELLE AVE,27,2,0
2019,70XX N MOSELLE AVE,28,2,0
2019,70XX N MOSELLE AVE,29,2,0
2019,70XX N MOSELLE AVE,30,2,0
2019,70XX N MOSELLE AVE,31,1,0
2019,70XX N MOSELLE AVE,32,2,0
2019,70XX N MOSELLE AVE,33,2,0
2019,70XX N MOSELLE AVE,34,1,0
2019,70XX N MOSELLE AVE,35,2,0
2019,70XX N MOSELLE AVE,36,1,0
2019,70XX N MOSELLE AVE,37,1,0
2019,70XX N MOSELLE AVE,38,1,0
2019,70XX N MOSELLE AVE,39,1,0
2019,70XX W ARMITAGE AVE,23,2,0
2019,70XX W ARMITAGE AVE,24,2,0
2019,70XX W ARMITAGE AVE,25,2,0
2019,70XX W ARMITAGE AVE,26,2,0
2019,70XX W ARMITAGE AVE,27,2,0
