STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/22,8.05,0.88,0,0,70,89,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/22,9.62,0,0,0,81,98,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/22,14.09,0.25,0,0,89,96,76
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/22,11.63,0.05,0,0,85,94,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/22,10.51,0,0,0,79,84,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/22,10.07,0,0,0,68,72,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/22,5.82,0,0,0,66,85,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/22,9.62,0,0,0,79,95,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/22,12.75,0,0,0,85,99,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/22,9.17,0,0,0,85,89,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/22,6.71,0,0,0,77,85,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/22,5.82,0,0,0,78,92,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/22,7.38,0.24,0,0,74,77,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/22,10.96,0,0,0,75,80,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/22,8.05,0,0,0,70,80,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/22,7.83,0,0,0,72,86,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/22,7.61,0.02,0,0,77,88,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/22,13.42,0,0,0,81,92,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/22,6.71,0,0,0,78,82,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/22,6.49,0,0,0,75,87,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/22,6.26,0,0,0,79,88,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/22,10.07,0.69,0,0,78,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/22,9.4,0.52,0,0,81,94,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/22,10.51,0.35,0,0,74,80,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/22,6.93,0,0,0,75,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/22,11.41,0,0,0,75,77,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/22,11.41,0,0,0,71,76,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/22,5.59,0,0,0,72,86,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/22,11.18,0.01,0,0,77,85,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/22,10.74,0,0,0,77,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/22,10.51,0,0,0,75,80,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/22,7.61,0,0,0,71,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/22,5.14,0.82,0,0,69,72,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/22,10.51,0,0,0,71,75,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/22,9.62,0.02,0,0,72,77,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/22,5.82,0,0,0,77,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/22,11.18,0,0,0,81,90,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/22,14.54,0,0,0,82,87,76
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/22,10.74,0,0,0,80,92,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/22,7.38,0,0,0,81,91,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/22,12.3,1.77,0,0,78,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/22,11.63,0.32,0,0,80,86,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/22,6.93,0,0,0,73,76,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/22,4.92,0,0,0,72,82,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/22,8.05,0,0,0,75,83,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/22,9.17,0,0,0,75,80,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/22,7.61,0,0,0,72,81,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/22,3.8,0,0,0,74,83,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/22,6.93,0,0,0,76,85,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/22,10.51,0,0,0,78,85,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/22,8.28,0,0,0,78,90,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/22,12.53,0,0,0,81,91,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/22,8.72,0,0,0,78,83,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/22,6.71,0,0,0,77,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/22,8.05,0,0,0,83,95,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/22,5.82,0.2,0,0,80,83,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/22,11.41,0.24,0,0,76,81,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/22,8.5,0,0,0,69,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/22,4.92,0,0,0,72,85,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/22,12.97,0,0,0,75,79,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/22,5.82,0,0,0,69,77,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/22,10.96,0,0,0,72,79,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/22,10.74,0,0,0,72,77,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/22,10.51,0,0,0,71,79,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/22,9.4,0,0,0,71,81,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/22,6.71,0,0,0,71,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/22,4.03,0,0,0,72,84,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/22,10.51,0,0,0,76,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/22,7.38,0.61,0,0,72,77,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/22,9.4,0.01,0,0,73,79,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/22,5.59,0,0,0,73,85,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/22,4.92,0,0,0,73,85,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/22,5.14,0,0,0,76,85,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/22,8.05,0.35,0,0,73,81,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/22,8.05,0,0,0,72,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/22,4.92,0,0,0,70,83,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/22,10.51,0.38,0,0,77,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/22,9.84,0.26,0,0,76,85,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/22,10.51,0,0,0,74,80,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/22,8.5,0,0,0,72,85,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/22,6.71,0,0,0,77,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/22,8.05,0,0,0,78,86,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/22,10.96,0,0,0,77,88,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/22,13.42,0,0,0,70,73,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/22,12.08,0,0,0,68,70,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/22,6.71,0,0,0,71,80,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/22,5.82,0,0,0,71,81,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/22,4.25,0,0,0,72,84,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/22,6.93,0,0,0,73,84,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/22,4.7,0,0,0,74,84,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/22,13.87,1.45,0,0,69,71,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/22,8.5,0.02,0,0,59,67,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/22,6.93,0.01,0,0,66,78,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/22,4.92,0,0,0,68,79,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/22,5.59,0,0,0,69,81,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/22,6.93,0,0,0,73,82,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/22,10.51,0,0,0,76,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/22,6.71,0.44,0,0,77,85,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/22,6.26,0,0,0,73,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/22,8.72,0.16,0,0,72,86,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/22,11.86,0,0,0,78,85,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/22,11.41,0,0,0,61,64,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/22,6.71,0,0,0,56,64,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/22,7.61,0.09,0,0,60,71,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/22,10.74,0.03,0,0,61,68,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/22,11.86,0,0,0,57,64,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/22,10.51,0,0,0,53,61,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/22,9.4,0,0,0,52,61,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/22,3.58,0,0,0,53,64,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/22,4.92,0,0,0,56,67,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/22,9.84,0,0,0,58,68,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/22,10.07,0,0,0,58,65,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/22,2.68,0,0,0,56,70,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/22,2.24,0,0,0,57,74,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/22,3.8,0,0,0,61,76,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/22,10.74,0.05,0,0,64,76,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/22,10.74,0,0,0,51,57,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/22,9.62,0,0,0,46,58,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/22,7.61,0,0,0,53,69,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/22,3.58,0,0,0,59,73,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/22,10.96,0.47,0,0,58,69,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/22,12.75,0.25,0,0,60,65,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/22,11.41,0,0,0,49,55,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/22,9.4,0.04,0,0,46,59,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/22,10.74,0,0,0,44,53,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/22,9.62,0,0,0,48,54,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/22,17,0,0,0,41,43,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/22,16.78,0,0,0,40,49,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/22,11.18,0,0,0,42,48,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/22,7.38,0,0,0,43,62,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/22,11.41,0,0,0,55,76,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/22,13.42,0,0,0,67,79,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/22,16.11,0,0,0,69,79,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/22,15.88,0,0,0,70,76,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/22,10.07,0.74,0,0,64,70,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/22,8.95,0.04,0,0,48,54,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/22,5.82,0,0,0,45,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/22,3.8,0,0,0,51,61,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/22,3.13,0,0,0,51,67,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/22,4.03,0.05,0,0,53,65,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/22,4.92,0.02,0,0,55,57,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/22,5.14,0,0,0,55,68,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/22,5.82,0,0,0,56,72,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/22,12.75,0,0,0,62,73,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/22,13.65,0.1,0,0,65,72,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/22,21.03,0.18,0,0,62,69,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/22,11.41,0,0,0,51,61,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/22,8.05,0,0,0,49,54,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/22,10.96,0,0,0,48,54,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/22,10.07,0,0,0,55,70,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/22,13.2,0,0,0,67,76,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/22,12.3,0,0,0,52,61,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/22,10.07,0,0,0,34,36,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/22,7.61,0,0,0,33,38,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/22,4.92,0,0,0,33,42,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/22,5.59,0.25,1,1.2,36,38,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/22,8.95,0.04,0,0,34,37,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/22,14.32,0,0,0,32,33,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/22,15.21,0,0.1,0,28,30,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/22,16.11,0,0,0,23,27,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/22,12.75,0,0,0,21,34,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/22,11.41,0,0,0,35,47,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/22,6.49,0,0,0,38,52,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/22,6.71,0,0,0,44,58,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/22,8.05,0,0,0,45,54,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/22,7.16,0,0,0,44,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/22,9.17,0,0,0,43,56,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/22,10.51,0.26,0,0,44,47,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/22,6.71,0,0,0,38,46,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/22,15.43,0.03,0,0,46,58,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/22,17.67,0,0,0,33,35,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/22,10.29,0,0,0,24,36,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/22,16.78,0,0,0,40,53,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/22,13.42,0,0,0,37,51,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/22,11.18,0,0,0,27,40,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/22,7.38,0,0,0,35,44,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/22,6.04,0,0,0,41,43,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/22,5.82,0,0,0,39,43,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/22,8.5,0,0,0,36,41,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/22,11.41,0.46,0.2,0,37,38,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/22,5.59,0.02,0,0,38,40,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/22,5.37,0,0,0,38,40,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/22,7.61,0,0,0,38,42,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/22,14.76,0.01,0,0,37,38,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/22,13.42,1.38,0,0,39,44,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/22,12.08,0.18,0.4,0,37,38,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/22,13.65,0.02,1.3,0,30,31,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/22,14.32,0,0,1.2,25,26,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/22,12.08,0,0,0,19,21,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/22,4.03,0,0,0,16,26,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/22,6.49,0,0,0,27,33,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/22,5.37,0,0,0,20,32,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/22,11.41,0.09,1.3,0,28,33,-6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/22,21.7,0,0,1.2,-4,-1,-8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/22,18.34,0,0,1.2,4,14,-1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/22,12.08,0,0,1.2,8,14,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/22,3.8,0,0,1.2,17,22,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/22,12.08,0,0,1.2,15,25,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/22,16.33,0,0,1.2,31,45,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/22,16.11,0,0,0,49,59,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/22,8.72,0,0,0,48,57,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/22,2.68,0,0,0,32,39,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/23,3.8,0.16,0,0,40,45,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/23,6.49,0,0,0,38,43,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/23,7.61,1.12,0,0,41,48,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/23,8.28,0,0,0,39,44,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/23,8.5,0.02,0.2,0,33,34,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/23,6.93,0,0,0,31,34,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/23,5.82,0,0,0,29,32,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/23,4.92,0,0,0,30,33,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/23,8.5,0,0,0,31,44,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/23,4.92,0,0,0,40,50,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/23,3.36,0,0,0,43,57,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/23,14.32,0,0,0,40,43,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/13/23,14.32,0.02,0.2,0,33,36,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/14/23,7.38,0,0,0,27,31,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/15/23,12.97,0,0,0,31,44,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/16/23,13.87,0.18,0,0,42,52,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/17/23,14.76,0,0,0,44,49,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/18/23,10.74,0.24,0,0,38,41,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/19/23,8.72,0.14,0,0,39,42,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/20/23,10.74,0,0,0,34,35,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/21/23,7.83,0,0,0,30,32,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/22/23,4.92,0.13,1.5,1.2,31,34,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/23/23,12.08,0,0,0,27,30,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/24/23,6.26,0,0,0,31,36,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/25/23,8.28,0.3,3.6,2,33,34,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/26/23,10.51,0.04,0.8,2,29,32,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/27/23,15.21,0.06,0.8,2,22,36,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/28/23,8.28,0.15,2.2,1.2,24,31,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/29/23,10.74,0.02,0.2,3.1,26,31,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/30/23,9.62,0.02,0.4,3.1,15,18,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/31/23,6.04,0,0,3.1,6,12,-1
